case_id,court_type,case_type,document_text,num_words,num_sentences,avg_sentence_length,num_clauses,risk_score,contains_penalty_clause,contains_liability_clause,contains_arbitration_clause,legal_complexity_score,readability_score,tfidf_feature_1,tfidf_feature_2,tfidf_feature_3,named_entities_count,judgement_length,risk_label
CASE_2671,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1056,96,10.718662792822842,46,0.3542142378031352,0,1,0,0.32536176484497004,16.098516200803502,0.6011317354925755,0.23178713246227522,0.7460078630458742,19,4952,Medium
CASE_2672,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",726,37,14.497186803247192,22,0.6387699314890675,1,1,1,0.40066541235651343,11.469244669924016,0.5971048387764257,0.06986639748984658,0.01745635631975173,18,3313,Low
CASE_2673,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1275,23,10.179767911200441,11,0.06145104669595658,1,1,0,0.18130413407087775,75.08360008766338,0.8985375109431195,0.33237153494322014,0.5874879331411693,16,4411,High
CASE_2674,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",967,75,19.116403781699205,39,0.7630912043709203,0,0,1,0.2379126851413902,94.24016857727966,0.23609588300470308,0.9067357435404684,0.4540719078293548,4,1291,Low
CASE_2675,High,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",272,78,23.956864476210352,36,0.6442611949538849,1,0,1,0.2891054548647558,58.71435079090439,0.8921731175150481,0.8143267152868062,0.4935725472751522,13,1221,Medium
CASE_2676,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1013,82,10.799950115390915,41,0.8279556463357137,1,1,1,0.3937898418532997,34.6010006583327,0.19318451721125685,0.07382756442634097,0.909946748157314,7,2278,High
CASE_2677,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1192,109,22.35416443620459,39,0.5496195873785255,1,0,1,0.30772955878695907,62.06365377683636,0.6227124287578485,0.7941851954041738,0.6373867447025576,10,1045,Low
CASE_2678,High,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1527,85,13.323636474289476,16,0.04964154770095186,0,1,0,0.27744082297610784,28.126549906470533,0.9110996511146889,0.906739758804143,0.2624701593260085,3,2144,High
CASE_2679,District,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1500,94,16.933128144688908,36,0.7649983857527339,1,1,0,0.1117926362527305,67.38659190705334,0.02857427780361954,0.922242621290253,0.567401169435617,18,4129,Medium
CASE_2680,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1980,114,10.787806605208267,40,0.42309740060679524,1,1,0,0.6508193398309002,15.231851386740402,0.5186387743104302,0.7207578218972465,0.061186280755590405,2,1127,High
CASE_2681,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",901,128,21.512204416863394,40,0.2872704602529019,1,1,0,0.3154858585179573,0.8005200440162952,0.4290375254623223,0.49298601949718557,0.04779295494842639,5,3858,High
CASE_2682,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1901,145,22.26078670493203,47,0.5275279803667067,0,1,0,0.6699849089501969,71.11408984304938,0.6870947426507007,0.45164940187206304,0.33814403072977905,5,3815,Medium
CASE_2683,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",240,109,12.001160051774967,29,0.07972686899337522,1,0,0,0.42320458705911035,20.95053645052446,0.7616285676429034,0.8667965738097279,0.3368650969089956,15,766,High
CASE_2684,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1208,142,16.653231830391107,26,0.3604739939140259,1,1,0,0.017619248686771005,15.26700466219344,0.15871587301248546,0.03875628151186472,0.07824685993808733,7,1858,Medium
CASE_2685,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1094,66,24.335953392124708,28,0.23829345543288138,0,0,0,0.3000445082075961,29.264037448688697,0.05589509947000071,0.14864888386824016,0.7621575195610562,12,3087,Medium
CASE_2686,High,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",826,135,23.134010346399915,37,0.14999753641053015,1,1,1,0.5589150343329213,51.24265630309753,0.49363433381896316,0.2709507508630816,0.8438677232138205,3,3342,Low
CASE_2687,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1198,19,15.362252548306543,8,0.8252255499311723,0,0,0,0.4379569638572196,2.3863197627527755,0.37797082202017185,0.4308592103228881,0.7446273640967307,5,3547,Low
CASE_2688,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",381,108,10.422744188710633,14,0.4989929357897319,1,0,1,0.040742206538902814,18.265909834091854,0.503849758000872,0.6800733795785907,0.8976110010709121,13,1382,Low
CASE_2689,Supreme,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1399,81,14.589042295210106,14,0.834611538707309,0,1,1,0.1343485091529938,94.48119117900349,0.3962853565828166,0.722092588603996,0.3238770405302377,8,3305,Low
CASE_2690,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1414,80,16.27540274408255,27,0.364624778654847,1,1,1,0.6869925407361456,41.152255705076556,0.006225191746868974,0.4450454672579871,0.126974960987423,17,3377,Medium
CASE_2691,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",331,38,19.539226454074175,39,0.5694409201754496,0,0,0,0.21229050864148935,7.967668283672024,0.5444036499945961,0.42729913542922715,0.8401742668057923,17,1448,Medium
CASE_2692,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1154,43,11.45478994505034,35,0.1213291240199239,1,0,0,0.6394086663343562,42.94143978406081,0.5762732092593637,0.3120343981440009,0.36493326644302315,17,2833,Medium
CASE_2693,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1221,144,22.858396827131354,27,0.11958938157412446,0,0,0,0.09525122688544119,92.26822805355495,0.8203166101332887,0.7313772257903046,0.6497385784057133,13,2554,Low
CASE_2694,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1145,130,19.103539684990587,7,0.6855077201761859,1,0,1,0.9777225246329314,66.86217997385991,0.11278539288106848,0.7219861883868373,0.9220869457902515,11,1228,Medium
CASE_2695,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1037,56,21.05484220710404,28,0.14307790208287663,0,0,1,0.0532525590551014,67.63972494073184,0.0017306759368118652,0.45134848470692934,0.8582585342769994,9,1403,Low
CASE_2696,High,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1278,136,13.015008999734707,17,0.6016358377121802,1,1,1,0.16793963891070618,18.12918223886558,0.0931690109371508,0.0685954007324423,0.013386840554004298,13,2407,Low
CASE_2697,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",235,75,19.20246843427857,21,0.24935019134502756,0,0,0,0.08188077462010657,52.401230079269354,0.5550216958880433,0.8118274033387868,0.3582877460548255,1,1494,High
CASE_2698,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",257,29,19.714123088427577,31,0.8563155262034967,1,0,0,0.07549573470092685,93.08426309945861,0.5751932064605875,0.6254030085536507,0.18258029332351733,16,4902,High
CASE_2699,High,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1320,93,12.24247569539299,26,0.19361829155615262,0,1,1,0.6700176638593708,32.48357344913087,0.7795183749522622,0.6056095540343517,0.9106771063128425,17,3684,Medium
CASE_2700,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1103,136,12.724442960919887,11,0.46035233972373135,0,0,1,0.9669580809166878,34.469480355562865,0.3335170568969442,0.4171640131590101,0.8235758850103635,4,2056,Medium
CASE_2701,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",971,13,15.597836989192565,43,0.9059776088766818,1,1,1,0.9100782173231164,68.73294087118902,0.29909329646378935,0.3246748518345347,0.32813582995158963,13,4017,Low
CASE_2702,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1259,96,23.108402919073786,25,0.47485143251978734,1,0,0,0.8818752573663331,40.05408098638188,0.1279003709202623,0.08141228938317624,0.2938620994978772,9,1757,Low
CASE_2703,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1795,35,17.026586532297845,16,0.610722652806812,1,1,0,0.6665087212306345,32.10874018542964,0.2734392836950984,0.10324239209433705,0.27046250858836873,1,4386,High
CASE_2704,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1040,66,13.104140775035365,39,0.2724594982535987,0,1,1,0.2585277577992643,8.149487049296722,0.19372640691718945,0.7545219329061268,0.6583956424343534,13,3757,High
CASE_2705,District,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",266,146,15.524509663020577,10,0.9293028133390893,0,0,1,0.8974960723304171,99.04749247854569,0.5357162585325451,0.9834585657931149,0.04319030446324634,15,3726,Medium
CASE_2706,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",755,78,12.648983377039377,14,0.7632878497605555,0,0,0,0.379280716777046,35.735462900700256,0.6434627348433763,0.39372098406414424,0.1303289195739895,19,854,High
CASE_2707,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1142,14,19.182191706773253,24,0.06175629762464174,1,1,1,0.9246133767717963,64.96573670423285,0.44731438410120894,0.8160856161752363,0.9241516880547781,16,533,High
CASE_2708,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1862,79,19.764385464101142,34,0.5715364029385801,0,0,0,0.2965018596034318,61.27174800763613,0.17002465784901688,0.31112928101459225,0.18549564607144953,1,3363,Medium
CASE_2709,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1790,95,11.067361539643176,21,0.3651174575585494,0,0,0,0.0016477852866032539,92.43268318302513,0.018350191693273787,0.5738455009953568,0.7082011565406623,8,2343,Medium
CASE_2710,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",344,129,17.970572440321707,5,0.13826697897571816,1,1,1,0.6104181542921375,99.39620902240337,0.6036196412672565,0.7879530574694823,0.042508779644636396,14,4009,Low
CASE_2711,High,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1719,107,15.188072415506243,38,0.19762472152108923,0,1,0,0.21509879047800895,90.16508398949858,0.9346833582444789,0.3004784511325572,0.29251947100461384,12,2304,Medium
CASE_2712,District,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",515,139,21.182551067574146,39,0.028951038130347495,0,0,1,0.9723451002431619,0.9930099299002237,0.9287132687301133,0.3177892598698018,0.8638158717525902,15,978,Medium
CASE_2713,High,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1317,48,12.45392701985926,39,0.7723664805459207,1,0,1,0.28383303095821666,84.96571890446009,0.5905281159273358,0.5888699769198387,0.3242040503420519,4,2639,High
CASE_2714,District,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",250,138,20.35602373557162,14,0.4021365146838102,1,0,1,0.9481634614467572,40.54243478797856,0.11546841885053283,0.06989180083232949,0.9653185580548362,7,1205,Low
CASE_2715,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",505,112,16.752371066751678,7,0.44483882158507515,0,1,1,0.028921139594661582,71.9401698580068,0.5344902109613937,0.6203295999639099,0.26006417210517196,8,2133,Medium
CASE_2716,High,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",725,104,19.910586646438965,42,0.43499202578065677,1,1,1,0.4453788081330613,99.13990562162542,0.7221481722898053,0.5762918109275977,0.04335461823304754,16,1366,High
CASE_2717,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1751,127,23.889813149120258,24,0.5529618917377767,0,0,1,0.589345443295618,1.817815410575585,0.40049737327261536,0.0972688689264467,0.401623603368491,14,3059,Low
CASE_2718,District,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",870,89,12.298745303845259,42,0.1861080544480327,0,1,1,0.664342011789258,94.43804327823061,0.19267673084369596,0.2757386287518093,0.8275174843708929,10,1346,High
CASE_2719,High,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",481,77,12.473363745471065,18,0.5192132082326352,1,1,1,0.8542543872454502,36.27231285327833,0.9488971677987456,0.7318750383244094,0.013412865857653333,6,508,High
CASE_2720,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",906,63,20.215779384391105,24,0.5397549828340059,1,0,1,0.7342334936758969,14.183251328229352,0.524544675545786,0.7596193627076179,0.28524928164358976,11,4341,Medium
CASE_2721,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1709,54,12.455761343965467,13,0.9540260664899852,0,1,1,0.5565293689219007,6.3863431670173165,0.9365198606875195,0.8774888567422253,0.22704876345783764,17,780,Medium
CASE_2722,High,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",783,17,14.014950783378696,16,0.9736349832221611,1,0,0,0.5199753208847369,55.84346591886074,0.08473426351561497,0.8465295969175329,0.755533331111576,1,3928,Medium
CASE_2723,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1621,68,20.165323739921718,11,0.718332653578769,0,1,0,0.5580724190313731,25.44887177326851,0.8208907084681242,0.601333184990834,0.0154749722585098,15,1924,Low
CASE_2724,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1737,31,10.519936277849743,20,0.21422263740817993,0,1,1,0.051246727021368454,1.7737311261117994,0.23035427070058379,0.5016656330347973,0.41404476733531237,13,1838,Low
CASE_2725,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1322,100,22.17203348645604,35,0.17159123415225908,1,0,0,0.9289575465061369,45.948443635411486,0.468843431419498,0.07507716584606217,0.15095431598034692,11,3873,Medium
CASE_2726,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1573,115,21.567569106842072,28,0.9991017166839359,1,0,0,0.14874929664503755,8.015234109431823,0.59385573263679,0.5923791775501066,0.7711373535317119,17,4174,High
CASE_2727,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1187,107,12.133352730538249,18,0.6022566281641998,0,0,0,0.658796376816419,6.239081577181782,0.5850832484802819,0.43881646061137336,0.16491372058513187,19,580,Medium
CASE_2728,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",625,33,10.602275263321598,12,0.17612978359816667,1,1,0,0.7259847737086733,31.418276739091056,0.39465498838374324,0.9723789404953568,0.521660756231199,18,1898,Low
CASE_2729,High,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",646,30,17.06695412427618,36,0.005124171442644765,1,0,0,0.22932361937783619,71.4327897543468,0.14479633469144426,0.804332038383752,0.7071478886464928,8,1297,Low
CASE_2730,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",460,46,20.73246113191153,16,0.9192672336601219,1,1,0,0.391666295125632,38.16236735970475,0.13800015120069464,0.8745750376126836,0.8284360875177563,11,3920,Low
CASE_2731,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",693,100,20.836365673775653,35,0.6747642227619418,1,1,1,0.03477983359209469,84.77846709569835,0.07713440695389062,0.9737641876666288,0.9690971441421583,7,2123,Medium
CASE_2732,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",857,36,22.659371822008257,22,0.4235093993074748,0,1,0,0.4572303764340996,8.248204493117106,0.4051833020509146,0.7793543072944279,0.04600497850670848,11,1396,Low
CASE_2733,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",637,112,18.43739567795679,22,0.9098234059118595,1,1,0,0.14712393368241627,84.47417895200286,0.4169733459230768,0.3044258997764717,0.6025837593020585,11,2498,High
CASE_2734,High,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",967,98,21.805587825540233,13,0.7552656091150216,0,0,0,0.9042817701855611,57.78215754061742,0.0012983727440373238,0.37254016499388554,0.530035893726467,14,3828,High
CASE_2735,High,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1111,79,17.801600345868597,49,0.24776923132872553,1,1,0,0.9765758917068583,52.56649707935489,0.11226088263447276,0.4277414102073791,0.39718171820739734,14,2890,Low
CASE_2736,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",616,38,24.75861346925771,19,0.5083168376929418,0,0,1,0.9258054522397291,19.808531288082776,0.1765532303245544,0.1835465379875345,0.6231828152198743,8,4221,Medium
CASE_2737,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",343,104,17.91125730788692,29,0.9720016349742489,0,1,1,0.08097642050396203,66.69627455423344,0.4609861792625467,0.24965271538400513,0.5725221741790182,9,1613,Low
CASE_2738,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",211,144,12.446231184125542,44,0.8393172131060813,1,0,1,0.5002478411134631,7.943962690814443,0.5704359588997452,0.8276289761354495,0.5306807327149964,15,4689,Low
CASE_2739,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1228,99,20.441161640064898,15,0.3546916234380689,0,0,0,0.31634066952703077,11.773129838346751,0.9742040805675564,0.36036680729944326,0.1555228066381611,17,2872,Low
CASE_2740,District,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",664,148,16.625618836779616,34,0.2768608292038256,1,0,1,0.5116221494767489,46.599376141221896,0.5785428031427744,0.8689851595993069,0.8587851702917413,15,915,Medium
CASE_2741,High,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1723,69,11.492775433202183,48,0.31918834867651846,1,1,1,0.3224052010161883,3.9041247483814545,0.07396090158459134,0.6833739261545337,0.5511764118779386,5,1970,Medium
CASE_2742,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1013,110,11.68969621172871,49,0.5039811620600937,1,0,1,0.4116435551755494,53.612566588777725,0.8430728415366854,0.5126779785994595,0.24047848103065395,14,3376,Medium
CASE_2743,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1926,44,20.129553903699616,37,0.4948083832681114,0,1,0,0.6226883186365783,92.73332461415265,0.028595814414684506,0.9475054881101879,0.48966461643501347,15,4387,High
CASE_2744,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1703,115,23.071018526347665,12,0.5066112099261618,0,0,0,0.31633427075652587,84.3194447420547,0.07055875605192341,0.7587919828803568,0.8867405528516249,15,4070,High
CASE_2745,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",899,82,15.457126137252045,18,0.696740486435902,1,0,1,0.32815547695033065,82.28621323600353,0.361549723882749,0.240365352675596,0.3658295913534808,16,3346,High
CASE_2746,District,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1491,114,12.574878383372688,6,0.9284396009085474,0,1,0,0.846997350117536,39.92991332853065,0.12063849355660228,0.6063782405621599,0.6077279610493498,14,3615,High
CASE_2747,High,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",463,88,16.968665951420142,15,0.7152816231960085,0,1,0,0.22197578378414862,75.78734252454709,0.8689994537065503,0.24022360360504935,0.32687342509382344,13,2987,Low
CASE_2748,High,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1765,74,12.046855512597244,43,0.5360613476532169,1,0,1,0.9851402887347476,31.181589406126196,0.03764029160714455,0.6390901990858603,0.6778640201215963,19,4511,High
CASE_2749,District,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1866,34,19.702702325824767,21,0.2968610832465214,0,0,1,0.4522734835248031,69.9816510105116,0.4169861068016778,0.23025603598847388,0.5100530567775163,15,4546,Low
CASE_2750,District,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1026,115,18.53459683079799,39,0.45493265123656057,0,0,1,0.7782767629537094,16.35635964910915,0.5076459329696762,0.022777857461027895,0.09032529880618367,2,3661,Medium
CASE_2751,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",341,109,20.240384555253954,39,0.6994160721326695,0,0,1,0.4861628864479678,3.6680111885586952,0.8623506209575261,0.37785673284383237,0.5552125175559526,7,4677,Low
CASE_2752,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",234,90,21.621029088731976,17,0.08207762005107178,0,0,0,0.7506450999675628,50.24627253767877,0.013778928949220615,0.2560731021420434,0.15275949623692253,14,2997,Medium
CASE_2753,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",674,81,22.21556199951071,41,0.04135833421740043,1,0,1,0.9370929993918894,53.224489506017925,0.871171198367152,0.9671734154990648,0.152531866034761,16,3377,Low
CASE_2754,High,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",329,125,16.574709451151875,36,0.46027075172337517,0,1,1,0.5987062643252985,10.528854524721698,0.20839462594728841,0.2127267971877177,0.23196620473370455,1,3462,Medium
CASE_2755,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1543,44,11.276368714301839,5,0.4948448556463182,0,1,1,0.9591273899488333,15.862376662181155,0.031028187769892135,0.8774050767244497,0.7076729102409476,10,550,Medium
CASE_2756,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1214,42,18.6185978354208,28,0.3057207148725518,1,1,1,0.22432695195858665,8.777522963286778,0.44781508814548954,0.3971714602292086,0.619999440205924,6,2208,Medium
CASE_2757,Supreme,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1804,12,19.806698675929127,28,0.20150839047415503,0,1,1,0.563694397483767,58.13856691395809,0.001719014754618109,0.7057896796314642,0.3418805804974946,12,1628,Medium
CASE_2758,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1276,33,23.414214893032103,35,0.9860153732897776,1,1,0,0.4924799126958389,11.631202540361752,0.2407813837085816,0.5276625403418199,0.4980669491198998,10,1459,High
CASE_2759,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",905,100,11.681191960190503,31,0.11264865447932959,1,0,1,0.8484107636945275,26.98462159502759,0.6924432529585027,0.9621338416173518,0.2024285506276885,19,3550,High
CASE_2760,High,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",223,20,23.969073218882695,34,0.07123753332575855,0,0,0,0.09692372418977013,30.857369484608398,0.36815456000650404,0.1708260963377929,0.7404961779811727,18,1464,High
CASE_2761,District,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1249,17,11.540691363449168,25,0.02961356117442271,0,1,1,0.39459107253484316,72.59701460585283,0.7807060348272298,0.35632521150152674,0.5166210199236144,13,3605,Low
CASE_2762,District,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1191,34,10.915098259305083,42,0.33011059129979314,1,0,1,0.015563072122302457,86.86382991172587,0.9169949606466792,0.9308313673393125,0.324694691815427,19,1781,Low
CASE_2763,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1354,139,11.70505600258707,40,0.9801860717618787,1,0,1,0.5730579948894128,83.1669443655959,0.41599773536334506,0.4417946821704337,0.5991663528250186,2,3105,Medium
CASE_2764,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1259,103,18.14155941507477,47,0.8700707206712952,1,1,1,0.5379450027719048,72.11983172217019,0.569069120526228,0.478964607185159,0.07009681376253252,2,4355,Medium
CASE_2765,District,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1869,64,24.49451201779008,42,0.6964728547529421,1,1,1,0.4718588024469037,74.69153321166806,0.6275387702003162,0.42768369426635744,0.17966790299550406,16,4205,High
CASE_2766,High,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",911,63,20.289799821984296,20,0.11344724110407278,1,0,1,0.3475900063868891,40.33618173342385,0.5599592728408995,0.7188761410465463,0.4487589518586743,19,3793,Low
CASE_2767,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",322,108,12.586656381855207,11,0.37778645460453,1,1,0,0.9521576852389164,10.307939337089078,0.84609018870703,0.8077993808290337,0.036823828913482015,19,3711,High
CASE_2768,District,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1954,35,23.028559044055022,14,0.10450535397705707,1,1,1,0.09089147053205082,6.646229365029921,0.8445994025546576,0.6395246657658425,0.5297510685370888,2,2796,Medium
CASE_2769,District,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1120,132,24.874994782810777,36,0.4297029628630362,1,0,0,0.08032870123201319,37.41485982803086,0.48923101171464123,0.7744662303219938,0.021177298688571766,12,1163,Low
CASE_2770,District,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1268,31,12.649533007932689,47,0.8455289302212605,1,1,1,0.02124611454210268,74.4559445439814,0.5995199894697342,0.45179849421830487,0.42737937675255966,3,1974,High
CASE_2771,District,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1078,59,16.173435575816843,14,0.16177491057380766,1,0,1,0.3487469892948768,11.25546521752926,0.25022801785370263,0.04503836964210717,0.5554072901575487,13,922,High
CASE_2772,District,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",680,116,19.900394513564788,12,0.2552470527278693,1,1,0,0.3492603892704226,39.653529280229016,0.5269799575943367,0.22957466941201965,0.41601369316654746,3,2084,High
CASE_2773,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1275,79,13.222869884185949,38,0.6023446346307224,0,0,0,0.3757410725238314,27.658537599409595,0.6134951594802013,0.856035894160733,0.8942304956647594,17,1797,Low
CASE_2774,District,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",370,124,21.46969806633984,34,0.5026441985416278,0,1,0,0.3147754305867513,30.038498040809213,0.4873394085609689,0.17338365578311388,0.5429948311844961,10,921,Medium
CASE_2775,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",953,116,11.874155233147683,5,0.6613680086076149,1,0,0,0.21448502371608613,2.146697830170252,0.8648664185840448,0.20705421000520297,0.06917110717969832,18,1051,Medium
CASE_2776,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1716,78,24.482719026265578,34,0.8232291528351696,1,0,0,0.041753814523063704,74.25787668801176,0.9279285720012534,0.2682104062014744,0.8500614850490179,3,949,Medium
CASE_2777,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",655,62,12.162609775494948,46,0.44564833134444515,0,1,0,0.6933330890458322,18.97147501507489,0.3730007961579177,0.5297008457794897,0.7565628583372351,5,4338,High
CASE_2778,Supreme,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",927,61,13.218401809340364,46,0.8081080507578531,1,1,0,0.7343767857540304,74.30635903172312,0.25171056349833154,0.40032994575364167,0.881964476225601,14,1072,Low
CASE_2779,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",334,48,10.793827599113232,10,0.23203453980560862,1,0,0,0.6740318278373798,42.04855328251749,0.03837953264864502,0.47285040195144235,0.2629141259720942,12,3906,Medium
CASE_2780,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1921,130,21.87476906808299,14,0.3441164595277124,1,1,0,0.41067193369079535,89.30569154805114,0.12457520546177259,0.16027400734088892,0.27806355297481067,14,1954,Low
CASE_2781,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1798,35,15.448764622454386,12,0.8690335899329865,0,1,0,0.8538301059821488,89.92362743326228,0.6013612575135128,0.8401157359456876,0.6791934663954036,4,576,High
CASE_2782,Supreme,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1201,32,23.62087464487329,14,0.21449591829161652,0,0,0,0.978545882035814,62.48594096748752,0.36666365777237975,0.4783687999497941,0.536776779340441,4,2471,Low
CASE_2783,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1441,80,19.828901643279742,30,0.5339638821539248,0,0,1,0.7933371248263331,57.38581157140638,0.8191156124403531,0.07447840424269636,0.17335394382921088,15,1870,High
